character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,simplified,simplified_reading,simplified_decomposition,simplified_components,japanese,japanese_decomposition,japanese_components,deck,tags
樞,hub,1252,,,shū,tree + region,⿰ (left-right),⿰木區,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">區</span> <span style=""color:#666"">region</span>",枢,shū,tree + region,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">区</span> <span style=""color:#666"">region</span>",,,,RTH,RTH1::L43
歐,Europe,1253,,,Ōu / ōu,region + yawn,⿰ (left-right),⿰區欠,"<span style=""color:#1a5276"">區</span> <span style=""color:#666"">region</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",欧,Ōu / ōu,region + yawn,"<span style=""color:#1a5276"">区</span> <span style=""color:#666"">region</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,,,RTH,RTH1::L43
醫,physician,1254,,,yī,physician + missile + whiskey bottle,⿱ (top-bottom),⿱殹酉,"<span style=""color:#1a5276"">医</span> <span style=""color:#666"">physician</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span><br><span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span>",医,yī,box + dart,"<span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span>",,,,RTH,RTH1::L43
仰,look up to,1255,1301,1701,yǎng,person + stamp collection,⿰ (left-right),⿰亻卬,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">卬</span> <span style=""color:#666"">stamp collection</span>",,,,,,,,RSH RTH RTK,RSH1::L43 RTH1::L43 RTK1v5::L44
迎,greet,1256,1302,1702,yíng,stamp collection + road,⿺ (bottom-left-wrap),⿺辶卬,"<span style=""color:#1a5276"">卬</span> <span style=""color:#666"">stamp collection</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,,,,,,,RSH RTH RTK,RSH1::L43 RTH1::L43 RTK1v5::L44
登,ascend,1257,1303,1703,dēng,table + teepee,⿱ (top-bottom),⿱癶豆,"<span style=""color:#1a5276"">豆</span> <span style=""color:#666"">beans</span> <span style=""color:#999"">(alias: table)</span><br><span style=""color:#1a5276"">癶</span> <span style=""color:#666"">teepee</span>",,,,,,,,RSH RTH RTK,RSH1::L43 RTH1::L43 RTK1v5::L44
燈,lamp,1258,,2972,dēng,flames + ascend,⿰ (left-right),⿰火登,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">登</span> <span style=""color:#666"">ascend</span>",灯,dēng,fireplace / fire + nail,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: fireplace)</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: nail)</span>",,,,RTH RTK,RTH1::L43 RTK3v2::CH06
證,evidence,1259,,,zhèng,words + ascend,⿰ (left-right),⿰訁登,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">登</span> <span style=""color:#666"">ascend</span>",证,zhèng,words + correct,"<span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">正</span> <span style=""color:#666"">correct</span>",,,,RTH,RTH1::L43
發,send out,1260,,,fā,teepee + bow + missile,⿱ (top-bottom),⿱癶𭚧,"<span style=""color:#1a5276"">癶</span> <span style=""color:#666"">teepee</span><br><span style=""color:#1a5276"">弓</span> <span style=""color:#666"">bow</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",发,fā / fà,friend + chihuahua,"<span style=""color:#1a5276"">友</span> <span style=""color:#666"">friend</span><br><span style=""color:#1a5276"">犬</span> <span style=""color:#666"">pooch</span> <span style=""color:#999"">(alias: chihuahua)</span>",発,teepee + floor + human legs + floor,"<span style=""color:#1a5276"">癶</span> <span style=""color:#666"">teepee</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">儿</span> <span style=""color:#666"">youngster</span> <span style=""color:#999"">(alias: human legs)</span>",RTH,RTH1::L43 primitive
廢,discard,1261,,,fèi,cave + courier,⿸ (top-left-wrap),⿸广發,"<span style=""color:#1a5276"">广</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span><br><span style=""color:#1a5276"">發</span> <span style=""color:#666"">send out</span> <span style=""color:#999"">(alias: courier)</span>",废,fèi,cave + courier,"<span style=""color:#1a5276"">广</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span><br><span style=""color:#1a5276"">发</span> <span style=""color:#666"">send out</span> <span style=""color:#999"">(alias: courier)</span>",廃,cave + courier,"<span style=""color:#1a5276"">广</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span><br><span style=""color:#1a5276"">発</span> <span style=""color:#666"">send out</span> <span style=""color:#999"">(alias: courier)</span>",RTH,RTH1::L43
形,shape,1262,1306,1711,xíng,two hands + rooster tail,⿰ (left-right),⿰开彡,"<span style=""color:#1a5276"">开</span> <span style=""color:#666"">open</span> <span style=""color:#999"">(alias: two hands)</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
影,shadow,1263,1307,1712,yǐng,scenery + rooster tail,⿰ (left-right),⿰景彡,"<span style=""color:#1a5276"">景</span> <span style=""color:#666"">scenery</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
彩,hue,1264,1308,1714,cǎi,pick + rooster tail,⿰ (left-right),⿰采彡,"<span style=""color:#1a5276"">采</span> <span style=""color:#666"">pick</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
須,have to,1265,,1718,xū,rooster tail + head,⿰ (left-right),⿰彡頁,"<span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span><br><span style=""color:#1a5276"">頁</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",须,xū,rooster tail + head,"<span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span><br><span style=""color:#1a5276"">页</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",,,,RTH RTK,RTH1::L44 RTK1v5::L45
珍,rare,1266,1313,1723,zhēn,jewel + cocktail,⿰ (left-right),⿰𤣩㐱,"<span style=""color:#1a5276"">玉</span> <span style=""color:#666"">jade</span> <span style=""color:#999"">(alias: jewel)</span><br><span style=""color:#1a5276"">㐱</span> <span style=""color:#666"">cocktail</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
參,participate,1267,,,sān / cān / shēn,elbow + elbow + elbow + cocktail,⿱ (top-bottom),⿱厽㐱,"<span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">㐱</span> <span style=""color:#666"">cocktail</span>",参,cān / shēn,St. Bernard dog + elbow + rooster tail,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,,,RTH,RTH1::L44 primitive
慘,wretched,1268,,,cǎn,heart + brawl,⿰ (left-right),⿰忄參,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">參</span> <span style=""color:#666"">participate</span> <span style=""color:#999"">(alias: brawl)</span>",惨,cǎn,state of mind + brawl,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">参</span> <span style=""color:#666"">participate</span> <span style=""color:#999"">(alias: brawl)</span>",,,,RTH,RTH1::L44
修,repair,1269,1312,1722,xiū,person + walking stick + walking legs + rooster tail,⿲ (left-mid-right),⿲亻丨⿱夂彡,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
文,literature,1270,1317,1725,wén,top hat + sheaf,⿱ (top-bottom),⿱亠乂,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45 primitive
蚊,mosquito,1271,1318,1728,wén,insect + Highlander,⿰ (left-right),⿰虫文,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">文</span> <span style=""color:#666"">literature</span> <span style=""color:#999"">(alias: Highlander)</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
彥,erudite,1272,,,yàn,top hat + sheaf + cliff + rooster tail,⿳ (top-mid-bottom),⿳亠㐅⿸厂彡,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span><br><span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",彦,yàn,bungi-jumper + rooster tail,"<span style=""color:#1a5276"">产</span> <span style=""color:#666"">products</span> <span style=""color:#999"">(alias: bungi-jumper)</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,,,RTH,RTH1::L44
顏,countenance,1273,,,yán,erudite + head,⿰ (left-right),⿰彥頁,"<span style=""color:#1a5276"">彥</span> <span style=""color:#666"">erudite</span><br><span style=""color:#1a5276"">頁</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",颜,yán,erudite + head,"<span style=""color:#1a5276"">彦</span> <span style=""color:#666"">erudite</span><br><span style=""color:#1a5276"">页</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",顔,erudite + head,"<span style=""color:#1a5276"">彦</span> <span style=""color:#666"">erudite</span><br><span style=""color:#1a5276"">頁</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",RTH,RTH1::L44
產,products,1274,,,chǎn,top hat + sheaf + cliff + cell,⿳ (top-mid-bottom),⿳亠㐅𰆘,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span><br><span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">生</span> <span style=""color:#666"">life</span> <span style=""color:#999"">(alias: cell)</span>",产,chǎn,standing up + cliff,"<span style=""color:#1a5276"">立</span> <span style=""color:#666"">standing up</span> <span style=""color:#999"">(alias: vase)</span><br><span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span>",産,bungi-jumper + cell,"<span style=""color:#1a5276"">产</span> <span style=""color:#666"">products</span> <span style=""color:#999"">(alias: bungi-jumper)</span><br><span style=""color:#1a5276"">生</span> <span style=""color:#666"">life</span> <span style=""color:#999"">(alias: cell)</span>",RTH,RTH1::L44 primitive
率,rate,1275,1322,1737,lǜ / shuài,top hat + cocoon + sparkler + needle,⿳ (top-mid-bottom),⿳亠⿴{11}幺十,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">幺</span> <span style=""color:#666"">cocoon</span><br><span style=""color:#1a5276"">囧率－玄－十</span> <span style=""color:#666"">sparkler</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
摔,tumble,1276,1323,,shuāi,fingers + rate,⿰ (left-right),⿰扌率,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">率</span> <span style=""color:#666"">rate</span>",,,,,,,,RSH RTH,RSH1::L44 RTH1::L44
央,center,1277,1324,1740,yāng,St. Bernard dog,⿻ (overlaid),⿻𠀃人,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
英,England,1278,1325,1741,Yīng / yīng,flower + center,⿱ (top-bottom),⿱艹央,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">央</span> <span style=""color:#666"">center</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
巴,crust,1279,1328,2096,Bā / bā,snakeskin + walking stick,⿻ (overlaid),⿻巳丨,"<span style=""color:#1a5276"">巳</span> <span style=""color:#666"">snakeskin</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK3v2::CH01 primitive
把,grasp,1280,1329,1752,bǎ / bà,fingers + mosaic,⿰ (left-right),⿰扌巴,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">巴</span> <span style=""color:#666"">crust</span> <span style=""color:#999"">(alias: mosaic)</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
爸,papa,1281,1330,,bà,father + mosaic,⿱ (top-bottom),⿱父巴,"<span style=""color:#1a5276"">父</span> <span style=""color:#666"">father</span><br><span style=""color:#1a5276"">巴</span> <span style=""color:#666"">crust</span> <span style=""color:#999"">(alias: mosaic)</span>",,,,,,,,RSH RTH,RSH1::L44 RTH1::L44
吧,bar,1282,1331,,bā / ba,mouth + mosaic,⿰ (left-right),⿰口巴,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">巴</span> <span style=""color:#666"">crust</span> <span style=""color:#999"">(alias: mosaic)</span>",,,,,,,,RSH RTH,RSH1::L44 RTH1::L44
色,color,1283,1332,1753,sè / shǎi,bound up + mosaic,⿱ (top-bottom),⿱⺈巴,"<span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">巴</span> <span style=""color:#666"">crust</span> <span style=""color:#999"">(alias: mosaic)</span>",,,,,,,,RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
絕,discontinue,1284,,,jué,floss + dagger + mosaic,⿰ (left-right),⿰糹⿱刀巴,"<span style=""color:#1a5276"">糹</span> <span style=""color:#666"">floss</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span><br><span style=""color:#1a5276"">巴</span> <span style=""color:#666"">crust</span> <span style=""color:#999"">(alias: mosaic)</span>",绝,jué,thread + color,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">色</span> <span style=""color:#666"">color</span>",絶,floss + color,"<span style=""color:#1a5276"">糹</span> <span style=""color:#666"">floss</span><br><span style=""color:#1a5276"">色</span> <span style=""color:#666"">color</span>",RTH,RTH1::L44
